id,text,primary_emotion,secondary_emotion,teccr_context
1682,மனதில் சோகம் நிலைத்திருக்குது,Sadness,Despair,Mind sadness persisting
1683,நன்றி உணர்வு வந்ததில் மகிழ்ச்சி,Joy,None,Gratitude feeling joy
1684,அநீதி கோபத்தை தூண்டுது,Anger,Frustration,Injustice anger provoking
1685,பயம் மனதை ஆட்கொள்ளுது,Fear,None,Fear mind possessing
1686,மதிய ஓய்வு நேரம் வழக்கம்போல் முடிந்தது,Neutral,None,Afternoon rest time routine finished
1687,உறவுகள் பிரிவு வேதனை தருது,Sadness,None,Relationship separation pain giving
1688,சிரிப்பு திரும்ப வந்ததில் ஆறுதல்,Joy,None,Laughter return comfort
1689,மரியாதையின்மை கோபத்தை உண்டாக்குது,Anger,None,Respect absence anger creating
1690,நாளை பற்றிய பயம் தொடருது,Fear,None,Tomorrow fear continuing
1691,மாலை வேலை தயாரிப்பு நடந்தது,Neutral,None,Evening work preparation happened
1692,உள்ளம் வெறுமையாக உணர்கிறது,Sadness,None,Heart emptiness feeling
1693,நல்ல செய்தி மனதை நிரப்புது,Joy,None,Good news mind filling
1694,அவமானம் கோபமூட்டுது,Anger,None,Humiliation anger provoking
1695,பயம் உள்ளத்தை நிரப்புது,Fear,None,Fear heart filling
1696,இரவு ஓய்வு நேரம் வழக்கமாக வந்தது,Neutral,None,Night rest time routine arrival
1697,மனதில் துயரம் குவிந்திருக்குது,Sadness,Despair,Mind grief piling
1698,சந்தோஷம் மனதை மாற்றுது,Joy,None,Happiness mind changing
1699,நியாயம் கேட்பது கோபத்தை தூண்டுது,Anger,Frustration,Justice asking anger provoking
1700,எதிர்பார்ப்பு பயத்தை கொடுக்குது,Fear,None,Expectation fear giving
1701,தூக்க நேரம் வழக்கம்போல் வந்தது,Neutral,None,Sleep time routine arrival
1702,உள்ளத்தில் வெறுமை நிலவுது,Sadness,None,Heart emptiness prevailing
1703,நன்றி சொல்ல வாய்ப்பு கிடைத்தது,Joy,None,Gratitude saying opportunity obtained
1704,மதிப்பின்மை கோபத்தை வளர்க்குது,Anger,None,Disrespect anger growing
1705,பயம் மனதை கட்டுப்படுத்துது,Fear,None,Fear mind controlling
1706,காலை குளியல் தயாரிப்பு முடிந்தது,Neutral,None,Morning bath preparation finished
1707,உறவுகள் தூரம் வலியாக உள்ளது,Sadness,None,Relationship distance painful
1708,சிரிப்பு மீண்டும் வந்ததில் நிம்மதி,Joy,None,Laughter return peace
1709,அநியாயம் கோபமூட்டுது,Anger,Frustration,Injustice anger provoking
1710,நாளை குறித்த பயம் தொடருது,Fear,None,Tomorrow fear continuing
1711,பகல் பணி நேரம் வழக்கமாக கழிந்தது,Neutral,None,Daytime work time routine passing
1712,மனதில் சோர்வு குவிந்திருக்குது,Sadness,Frustration,Mind fatigue piling
1713,நல்ல முடிவு மகிழ்ச்சி தருது,Joy,None,Good outcome happiness giving
1714,அவமதிப்பு கோபத்தை தூண்டுது,Anger,None,Disrespect anger provoking
1715,பயம் உள்ளத்தை ஆக்கிரமிக்குது,Fear,None,Fear heart occupying
1716,மதிய உணவு தயாரிப்பு வழக்கம்போல் நடந்தது,Neutral,None,Lunch preparation routine happened
1717,உள்ளம் சோர்ந்து வாடுது,Sadness,Frustration,Heart fatigue wilting
1718,சந்தோஷம் சிறுதாக கிடைத்தது,Joy,None,Small happiness obtained
1719,மரியாதை குறைவு கோபத்தை உண்டாக்குது,Anger,None,Respect reduction anger creating
1720,எதிர்காலம் பயமூட்டும் வகையில் உள்ளது,Fear,None,Future frightening manner existing
1721,மாலை தேநீர் நேரம் வந்தது,Neutral,None,Evening tea time arrival
1722,மனதில் வெறுமை பரவுது,Sadness,None,Mind emptiness spreading
1723,நன்றி உணர்வு மகிழ்ச்சி தருது,Joy,None,Gratitude feeling happiness giving
1724,நியாயமின்மை கோபமூட்டுது,Anger,Frustration,Injustice anger provoking
1725,பயம் மனதை பிடித்திருக்குது,Fear,None,Fear mind holding
1726,இரவு வேலை நேரம் வழக்கமாக முடிந்தது,Neutral,None,Night work time routine finished
1727,உறவுகள் பிரிவு வலி தருது,Sadness,None,Relationship separation pain giving
1728,சிரிப்பு திரும்பவும் வந்தது,Joy,None,Laughter return occurred
1729,மதிப்பு குறைவு கோபமூட்டுது,Anger,None,Value reduction anger provoking
1730,நாளை பற்றி பயம் உள்ளது,Fear,None,Tomorrow fear existing
1731,தூக்க தயாரிப்பு வழக்கமாக நடந்தது,Neutral,None,Sleep preparation routine happened
